2023-12-03 17:49:42.983491;{'latitude': '39.5443', 'longitude': '38.6659'} >>> success; timestamp: 1701618580
2023-12-03 17:49:48.358128;{'latitude': '39.3322', 'longitude': '39.0138'} >>> success; timestamp: 1701618585
